userId,movieId,rating,timestamp
1,2294,2,810
1,2455,2.5,232
1,3671,3,691
1,1339,3.5,274
1,1343,2,343
1,1371,2.5,41
1,2105,4,161
1,31,2.5,568
1,1293,2,263
1,1263,2,715
1,1029,3,81
1,1061,3,836
1,1129,2,672
1,1287,2,129
1,1953,4,667
1,2150,3,474
1,2193,2,730
1,2968,1,736
1,1405,1,221
1,1172,4,412
2,150,5,778
2,296,4,805
2,590,5,165
2,592,5,340
2,153,4,468
2,165,3,586
2,349,4,639
2,588,3,401
2,292,3,477
2,339,3,220
2,10,4,813
2,161,3,444
2,185,3,40
2,208,3,203
2,253,4,353
2,457,3,90
2,593,3,76
2,110,4,293
2,300,3,714
2,410,3,306
2,317,2,542
2,47,4,784
2,225,3,385
2,50,4,786
2,266,5,369
2,39,5,500
2,364,3,667
2,454,4,571
2,367,3,606
2,356,3,553
2,480,4,294
2,186,3,59
2,235,3,268
2,17,5,836
2,261,4,709
2,265,5,67
2,350,4,455
2,589,5,770
2,168,3,292
2,377,3,69
2,509,4,82
2,500,4,261
2,527,4,332
2,62,3,545
2,223,1,205
2,357,3,665
2,272,3,544
2,539,3,131
2,551,5,647
2,273,4,635
2,587,3,330
2,468,4,212
2,586,3,107
2,515,4,389
2,585,5,615
2,474,2,696
2,222,5,190
2,508,4,311
2,552,3,436
2,497,3,427
2,248,3,596
2,319,1,240
2,485,3,724
2,370,2,214
2,616,3,809
2,371,3,141
2,720,4,239
2,144,3,780
2,52,3,190
2,314,4,179
2,372,3,198
2,550,3,320
2,661,4,181
2,382,3,89
2,537,4,46
2,405,2,358
3,355,2.5,92
3,1271,3,250
3,1235,4,53
3,3510,4,164
3,247,3.5,232
3,8622,3.5,173
3,1378,4,65
3,60,3,170
3,866,3,489
3,2841,4,686
3,2318,4,695
3,267,3,716
3,2513,3,768
3,2702,3.5,123
3,3243,3,453
3,318,5,682
3,356,5,63
3,48783,4.5,450
3,296,4.5,757
3,50068,4.5,161
3,527,3,225
3,27369,3.5,364
3,5669,3.5,59
3,2694,3,61
3,2959,5,87
3,1884,4,504
3,778,4,336
3,3949,5,270
3,7153,2.5,295
3,1210,3,66
3,2858,4,203
3,593,3,638
3,2028,4,827
3,110,4,425
3,2762,3.5,323
3,7361,3,655
3,58559,3,491
3,6377,3,91
3,1580,3.5,801
3,588,3,593
3,84236,4,1
3,1721,4.5,564
3,377,2.5,139
3,592,3,476
3,595,2,582
3,5349,3,598
3,2716,3,706
3,44191,3.5,431
3,8636,3,460
3,1197,5,683
3,736,3.5,718
4,1210,5,630
4,2734,4,284
4,1097,5,291
4,2018,5,6
4,289,4,77
4,3208,2,634
4,858,5,676
4,260,5,732
4,541,5,286
4,1196,5,745
4,1198,5,44
4,1208,5,251
4,1219,5,73
4,1225,5,138
4,1214,5,144
4,1387,5,767
4,1953,5,359
4,1954,5,397
4,2640,5,772
4,2991,5,377
4,1371,4,763
4,1388,4,806
4,2409,4,623
4,380,3,26
4,590,3,21
4,2916,4,753
4,112,5,500
4,349,5,812
4,480,5,527
4,1356,4,523
4,2628,5,507
4,2723,5,205
4,329,3,282
4,2046,5,85
4,10,4,833
4,434,4,169
4,1377,3,143
4,1917,4,677
4,1544,3,41
4,2822,3,557
4,464,4,166
4,153,4,141
4,173,3,586
4,1197,5,417
4,1288,5,48
4,2791,5,609
4,1079,5,64
4,1220,5,274
4,1270,5,385
4,2716,5,723
4,3210,4,417
4,1259,4,583
4,1285,4,43
4,1663,4,180
4,1968,5,111
4,2248,4,93
4,2918,5,384
4,3039,4,383
4,1257,5,710
4,1307,4,615
4,2000,5,569
4,2144,5,311
4,2371,4,18
4,2795,4,51
4,3104,4,246
4,2020,4,215
4,2804,5,186
4,296,5,728
4,1213,5,298
4,1089,5,510
4,3265,5,377
4,431,3,822
4,1396,5,648
4,2268,5,308
4,1805,1,433
4,367,4,385
4,2002,3,551
4,1918,2,224
4,2616,1,135
4,2986,3,560
4,2005,5,131
4,2140,5,374
4,2161,5,721
4,2174,5,491
4,2193,3,91
4,2797,5,521
4,2968,5,67
4,2021,4,627
4,2054,3,700
4,2086,5,466
4,2100,5,595
4,2105,4,569
4,2143,4,44
4,2872,5,5
4,1206,5,154
4,2034,4,271
4,2091,5,87
4,1036,5,282
4,1200,5,221
4,1240,5,484
4,1674,5,448
4,1127,5,393
4,1332,4,141
4,2551,4,774
4,3101,4,710
4,1994,5,27
4,2110,3,26
4,2263,3,639
4,2902,2,763
4,2903,1,706
4,1030,5,291
4,1031,5,56
4,1380,5,389
4,2877,5,571
4,2683,4,444
4,2699,4,767
4,2770,1,91
4,3016,3,195
4,2064,5,797
4,2659,3,363
4,1222,5,825
4,3071,4,329
4,1258,5,535
4,1291,5,469
4,1961,5,623
4,2194,5,327
4,1374,4,543
4,2987,5,406
4,2467,5,722
4,2867,3,554
4,1376,3,380
4,3169,4,803
4,1298,4,547
4,2114,5,792
4,2348,4,155
4,2003,2,300
4,3251,5,88
4,2115,5,323
4,2403,4,765
4,2406,5,26
4,903,5,281
4,913,5,471
4,1344,5,648
4,910,4,149
4,2080,5,343
4,1016,4,207
4,1073,5,685
4,1136,5,56
4,1230,5,685
4,1278,5,204
4,1125,5,635
4,2109,5,656
4,2788,5,742
4,1194,5,125
4,3040,5,483
4,1011,4,583
4,2014,4,351
4,1243,5,726
4,34,5,676
4,2289,5,400
4,1265,5,760
4,3060,5,743
4,141,5,833
4,357,5,143
4,1858,5,571
4,3108,5,517
4,3255,4,419
4,356,5,437
4,2124,4,473
4,440,4,450
4,3263,3,774
4,410,3,254
4,589,5,202
4,1580,5,809
4,1372,3,675
4,442,4,493
4,2094,4,113
4,185,3,124
4,435,1,500
4,919,5,489
4,1282,5,252
4,2102,5,475
4,616,5,834
4,2078,5,138
4,2085,5,210
4,3034,5,554
4,588,5,48
4,364,5,587
4,594,5,296
4,1032,5,312
4,1967,3,195
4,2096,5,822
4,596,5,68
4,1022,5,803
4,1028,5,515
4,1033,5,139
4,2087,5,648
4,610,4,422
4,4006,2,830
4,2033,4,694
4,2081,4,360
4,2141,4,700
4,1334,5,833
4,2454,5,530
5,1380,5,698
5,1035,5,770
5,2081,5,470
5,903,3.5,505
5,3753,3.5,519
5,2023,1.5,34
5,2424,4,803
5,277,4.5,527
5,6711,2.5,380
5,2294,4,778
5,4014,4,692
5,2273,4,693
5,2694,4.5,504
5,5299,4.5,574
5,1022,4,6
5,4963,3,40
5,588,3.5,41
5,8636,4.5,182
5,5349,4.5,412
5,377,4,325
5,4995,4.5,619
5,6377,4,361
5,344,3.5,440
5,858,2.5,472
5,1961,4,733
5,2683,4,572
5,5816,3,138
5,4022,3.5,568
5,597,5,442
5,500,4.5,777
5,1923,4.5,11
5,2762,3.5,286
5,1721,4,175
5,364,4,795
5,367,4,141
5,231,3.5,836
5,4306,3.5,27
5,8622,3.5,567
5,2997,3.5,313
5,3408,4,79
5,41566,4,342
5,356,4,382
5,1393,3.5,810
5,41569,4,242
5,1193,3,256
5,30793,3.5,458
5,2355,3.5,253
5,595,4,791
5,3948,3.5,60
5,5669,3.5,148
5,33166,5,405
5,1682,4,599
5,34162,4.5,783
5,3897,4.5,398
5,1221,2.5,590
5,141,4,184
5,2706,4,280
5,1784,4.5,97
5,3114,3.5,31
5,35836,4,225
5,2918,3.5,60
5,40819,4.5,482
5,919,4,690
5,2502,3.5,774
5,1968,4,137
5,30707,4.5,343
5,4308,3.5,553
5,48385,4.5,134
5,8464,4,515
5,5679,4.5,84
5,586,4,18
5,150,4,525
5,3176,3.5,117
5,8644,4,473
5,5464,4,334
5,6502,4,645
5,440,4,762
5,6218,3.5,666
5,1307,4,706
5,6942,4,362
5,33679,4,107
5,5995,4,135
5,1544,3.5,558
5,6373,4,493
5,1247,4,493
5,1997,3.5,595
5,1777,4,757
5,1485,4.5,663
5,104,4,719
5,30749,4.5,565
5,8376,4,200
5,2770,3.5,701
5,39,4,285
5,3,4,708
5,788,3.5,415
5,5266,3.5,297
5,4018,4,296
5,4447,4.5,588
5,4718,3.5,461
5,4025,4.5,752
6,158,2,344
6,1204,5,163
6,596,4,628
6,2657,2,161
6,2692,4,301
6,1250,4.5,49
6,2001,3,627
6,2502,3.5,15
6,2529,4,296
6,903,4,122
6,1276,4.5,258
6,5952,5,626
6,1876,0.5,614
6,3052,1,119
6,1285,4.5,282
6,1909,3,450
6,7153,5,640
6,8874,4.5,719
6,7361,4,646
6,8368,3.5,79
6,8784,3,248
6,7090,3,537
6,8636,4,490
6,293,5,597
6,2761,4.5,490
6,2174,4,242
6,1639,2,239
6,1358,2,293
6,3114,4,223
6,3751,1.5,178
6,1747,2,129
6,1259,4.5,714
6,2890,3,372
6,2571,1,606
6,111,4,213
6,4641,1.5,277
6,4975,1.5,515
6,173,2,330
6,2528,3,315
6,3300,3.5,711
6,2723,3,602
6,2019,4,823
6,1687,2,595
6,2072,4,249
7,1,3,810
7,780,3,143
7,141,4,545
7,736,1,188
7,112,4,825
7,104,3,698
7,708,3,6
7,786,2,794
7,1073,3,534
7,737,1,579
7,724,2,753
7,671,4,368
7,40,4,672
